timestamp,temperature,vibration,noise,fault
2023-01-01 10:56:00,50.26,34,13,0
2023-01-01 10:57:00,50.06,25,15,0
2023-01-01 10:58:00,49.85,25,15,0
2023-01-01 10:59:00,49.94,34,15,0
2023-01-01 11:00:00,50.49,31,14,0
2023-01-01 11:01:00,50.15,29,16,0
2023-01-01 11:02:00,49.52,26,15,0
2023-01-01 11:03:00,49.69,29,14,0
2023-01-01 11:04:00,49.71,26,16,0
2023-01-01 11:05:00,49.75,27,13,0
2023-01-01 11:06:00,50.12,34,17,0
2023-01-01 11:07:00,49.66,33,12,0
2023-01-01 11:08:00,50.26,33,13,0
2023-01-01 11:09:00,49.66,34,14,0
2023-01-01 11:10:00,49.87,34,17,0
2023-01-01 11:11:00,50.38,25,14,0
2023-01-01 11:12:00,49.79,27,17,0
2023-01-01 11:13:00,50.29,29,12,0
2023-01-01 11:14:00,49.95,33,16,0
2023-01-01 11:15:00,50.19,28,14,0
2023-01-01 11:16:00,49.8,32,16,0
2023-01-01 11:17:00,49.8,31,17,0
2023-01-01 11:18:00,49.57,34,16,0
2023-01-01 11:19:00,49.84,30,12,0
2023-01-01 11:20:00,49.79,27,12,0
2023-01-01 11:21:00,49.75,31,17,0
2023-01-01 11:22:00,49.88,25,17,0
2023-01-01 11:23:00,49.75,34,12,0
2023-01-01 11:24:00,49.74,25,16,0
2023-01-01 11:25:00,49.69,34,12,0
2023-01-01 11:26:00,50.31,27,14,0
2023-01-01 11:27:00,50.43,29,16,0
2023-01-01 11:28:00,49.8,25,17,0
2023-01-01 11:29:00,49.63,31,17,0
2023-01-01 11:30:00,49.68,27,12,0
2023-01-01 11:31:00,49.87,28,12,0
2023-01-01 11:32:00,49.81,30,16,0
2023-01-01 11:33:00,50.28,26,14,0
2023-01-01 11:34:00,50.01,30,12,0
2023-01-01 11:35:00,50.15,33,15,0
2023-01-01 11:36:00,49.99,32,13,0
2023-01-01 11:37:00,50.44,29,12,0
2023-01-01 11:38:00,49.92,27,14,0
2023-01-01 11:39:00,49.63,27,14,0
2023-01-01 11:40:00,49.52,32,17,0
2023-01-01 11:41:00,50.1,29,13,0
2023-01-01 11:42:00,49.88,30,14,0
2023-01-01 11:43:00,50.28,28,17,0
2023-01-01 11:44:00,50.17,29,12,0
2023-01-01 11:45:00,50.35,27,12,0
2023-01-01 11:46:00,49.84,26,12,0
2023-01-01 11:47:00,49.59,27,15,0
2023-01-01 11:48:00,50.02,25,14,0
2023-01-01 11:49:00,50.02,30,15,0
2023-01-01 11:50:00,49.72,33,16,0
2023-01-01 11:51:00,49.73,27,12,0
2023-01-01 11:52:00,49.86,33,12,0
2023-01-01 11:53:00,49.74,26,15,0
2023-01-01 11:54:00,50.07,27,17,0
2023-01-01 11:55:00,50.43,27,14,0
2023-01-01 11:56:00,50.19,34,16,0
2023-01-01 11:57:00,49.56,29,15,0
2023-01-01 11:58:00,49.74,34,13,0
2023-01-01 11:59:00,49.58,26,12,0
2023-01-01 12:00:00,50.13,31,17,0
2023-01-01 12:01:00,49.97,26,13,0
2023-01-01 12:02:00,49.9,29,17,0
2023-01-01 12:03:00,50.28,32,15,0
2023-01-01 12:04:00,50.33,31,16,0
2023-01-01 12:05:00,49.68,26,17,0
2023-01-01 12:06:00,49.92,26,16,0
2023-01-01 12:07:00,50.11,26,12,0
2023-01-01 12:08:00,49.56,25,13,0
2023-01-01 12:09:00,50.18,33,16,0
2023-01-01 12:10:00,49.97,29,12,0
2023-01-01 12:11:00,50.27,33,13,0
2023-01-01 12:12:00,50.08,31,15,0
2023-01-01 12:13:00,50.47,31,17,0
2023-01-01 12:14:00,49.58,32,12,0
2023-01-01 12:15:00,50.48,29,14,0
2023-01-01 12:16:00,49.6,30,15,0
2023-01-01 12:17:00,49.76,34,14,0
2023-01-01 12:18:00,50.44,25,17,0
2023-01-01 12:19:00,49.51,30,17,0
2023-01-01 12:20:00,50.24,27,15,0
2023-01-01 12:21:00,50.26,33,13,0
2023-01-01 12:22:00,50.48,28,14,0
2023-01-01 12:23:00,50.12,33,17,0
2023-01-01 12:24:00,49.8,34,15,0
2023-01-01 12:25:00,50.26,28,15,0
2023-01-01 12:26:00,50.46,29,14,0
2023-01-01 12:27:00,49.65,34,14,0
2023-01-01 12:28:00,50.39,32,12,0
2023-01-01 12:29:00,50.35,27,13,0
2023-01-01 12:30:00,50.31,33,13,0
2023-01-01 12:31:00,49.91,31,12,0
2023-01-01 12:32:00,49.77,32,17,0
2023-01-01 12:33:00,50.27,34,16,0
2023-01-01 12:34:00,49.66,27,12,0
2023-01-01 12:35:00,49.64,31,12,0
2023-01-01 12:36:00,49.59,32,12,0
2023-01-01 12:37:00,50.2,27,15,0
2023-01-01 12:38:00,49.77,28,14,0
2023-01-01 12:39:00,49.54,32,17,0
2023-01-01 12:40:00,50.25,29,16,0
2023-01-01 12:41:00,49.89,28,15,0
2023-01-01 12:42:00,50.07,29,16,0
2023-01-01 12:43:00,49.86,31,14,0
2023-01-01 12:44:00,49.72,26,16,0
2023-01-01 12:45:00,49.52,31,15,0
2023-01-01 12:46:00,50.24,27,15,0
2023-01-01 12:47:00,49.71,27,17,0
2023-01-01 12:48:00,50.25,27,16,0
2023-01-01 12:49:00,49.71,31,15,0
2023-01-01 12:50:00,50.14,28,14,0
2023-01-01 12:51:00,50.27,32,14,0
2023-01-01 12:52:00,50.05,25,14,0
2023-01-01 12:53:00,50.39,25,14,0
2023-01-01 12:54:00,50.17,26,13,0
2023-01-01 12:55:00,49.53,29,16,0
2023-01-01 12:56:00,50.38,27,13,0
2023-01-01 12:57:00,49.77,28,16,0
2023-01-01 12:58:00,49.5,33,15,0
2023-01-01 12:59:00,49.81,25,16,0
2023-01-01 13:00:00,50.15,28,16,0
2023-01-01 13:01:00,49.86,33,15,0
2023-01-01 13:02:00,50.17,25,14,0
2023-01-01 13:03:00,50.04,33,16,0
2023-01-01 13:04:00,50.08,34,12,0
2023-01-01 13:05:00,49.96,27,17,0
2023-01-01 13:06:00,50.49,33,17,0
2023-01-01 13:07:00,49.98,31,15,0
2023-01-01 13:08:00,50.32,25,17,0
2023-01-01 13:09:00,50.26,28,15,0
2023-01-01 13:10:00,49.7,26,16,0
2023-01-01 13:11:00,49.77,28,16,0
2023-01-01 13:12:00,49.86,27,12,0
2023-01-01 13:13:00,49.95,28,17,0
2023-01-01 13:14:00,49.95,29,15,0
2023-01-01 13:15:00,49.62,31,17,0
2023-01-01 13:16:00,50.03,28,16,0
2023-01-01 13:17:00,50.15,34,15,0
2023-01-01 13:18:00,50.31,28,15,0
2023-01-01 13:19:00,49.84,30,12,0
2023-01-01 13:20:00,49.88,25,15,0
2023-01-01 13:21:00,49.95,30,12,0
2023-01-01 13:22:00,49.77,25,13,0
2023-01-01 13:23:00,49.93,29,17,0
2023-01-01 13:24:00,50.02,29,16,0
2023-01-01 13:25:00,49.61,30,17,0
2023-01-01 13:26:00,50.14,33,13,0
2023-01-01 13:27:00,49.6,34,13,0
2023-01-01 13:28:00,50.26,32,15,0
2023-01-01 13:29:00,50.23,29,12,0
2023-01-01 13:30:00,49.53,26,12,0
2023-01-01 13:31:00,49.6,34,12,0
2023-01-01 13:32:00,49.95,26,15,0
2023-01-01 13:33:00,50.29,31,12,0
2023-01-01 13:34:00,50.13,25,17,0
2023-01-01 13:35:00,50.02,25,13,0
2023-01-01 13:36:00,49.75,28,17,0
2023-01-01 13:37:00,49.63,30,17,0
2023-01-01 13:38:00,50.01,26,16,0
2023-01-01 13:39:00,50.08,27,16,0
2023-01-01 13:40:00,50.12,29,17,0
2023-01-01 13:41:00,50.17,27,13,0
2023-01-01 13:42:00,49.81,32,12,0
2023-01-01 13:43:00,49.81,26,14,0
2023-01-01 13:44:00,49.94,34,15,0
2023-01-01 13:45:00,50.04,30,15,0
2023-01-01 13:46:00,49.64,33,15,0
2023-01-01 13:47:00,50.37,30,17,0
2023-01-01 13:48:00,50.49,32,13,0
2023-01-01 13:49:00,49.64,33,12,0
2023-01-01 13:50:00,49.79,28,15,0
2023-01-01 13:51:00,50.1,30,14,0
2023-01-01 13:52:00,50.31,26,15,0
2023-01-01 13:53:00,50.44,33,16,0
2023-01-01 13:54:00,50.19,29,16,0
2023-01-01 13:55:00,49.85,26,15,0
2023-01-01 13:56:00,49.6,29,17,0
2023-01-01 13:57:00,50.21,28,15,0
2023-01-01 13:58:00,50.03,31,16,0
2023-01-01 13:59:00,50.12,27,16,0
2023-01-01 14:00:00,50.44,27,17,0
2023-01-01 14:01:00,49.57,28,16,0
2023-01-01 14:02:00,50.07,31,12,0
2023-01-01 14:03:00,49.96,29,17,0
2023-01-01 14:04:00,49.51,33,12,0
2023-01-01 14:05:00,49.55,26,17,0
2023-01-01 14:06:00,49.98,33,13,0
2023-01-01 14:07:00,49.98,30,13,0
2023-01-01 14:08:00,49.92,27,17,0
2023-01-01 14:09:00,49.8,29,14,0
2023-01-01 14:10:00,50.24,25,16,0
2023-01-01 14:11:00,49.67,29,12,0
2023-01-01 14:12:00,50.2,30,15,0
2023-01-01 14:13:00,50.45,34,16,0
2023-01-01 14:14:00,49.9,28,16,0
2023-01-01 14:15:00,50.47,29,15,0
2023-01-01 14:16:00,50.47,29,17,0
2023-01-01 14:17:00,50.06,32,16,0
2023-01-01 14:18:00,50.34,29,14,0
2023-01-01 14:19:00,49.55,30,14,0
2023-01-01 14:20:00,50.43,26,15,0
2023-01-01 14:21:00,49.82,30,17,0
2023-01-01 14:22:00,49.53,34,16,0
2023-01-01 14:23:00,49.84,34,14,0
2023-01-01 14:24:00,49.54,26,15,0
2023-01-01 14:25:00,50.42,30,16,0
2023-01-01 14:26:00,49.71,28,15,0
2023-01-01 14:27:00,49.58,29,12,0
2023-01-01 14:28:00,49.79,29,14,0
2023-01-01 14:29:00,49.56,30,15,0
2023-01-01 14:30:00,50.3,34,15,0
2023-01-01 14:31:00,50.22,26,13,0
2023-01-01 14:32:00,50.19,27,17,0
2023-01-01 14:33:00,50.45,33,13,0
2023-01-01 14:34:00,50.34,31,14,0
2023-01-01 14:35:00,50.07,31,12,0
2023-01-01 14:36:00,50.02,28,17,0
2023-01-01 14:37:00,49.65,28,13,0
2023-01-01 14:38:00,49.51,26,13,0
2023-01-01 14:39:00,49.61,29,14,0
2023-01-01 14:40:00,50.36,29,13,0
2023-01-01 14:41:00,49.83,32,16,0
2023-01-01 14:42:00,50.18,31,14,0
2023-01-01 14:43:00,49.55,28,13,0
2023-01-01 14:44:00,50.3,30,17,0
2023-01-01 14:45:00,49.9,32,13,0
2023-01-01 14:46:00,49.8,32,16,0
2023-01-01 14:47:00,49.8,25,17,0
2023-01-01 14:48:00,50.02,29,12,0
2023-01-01 14:49:00,50.13,26,14,0
2023-01-01 14:50:00,50.29,25,17,0
2023-01-01 14:51:00,49.83,25,14,0
2023-01-01 14:52:00,49.82,29,14,0
2023-01-01 14:53:00,50.34,31,16,0
2023-01-01 14:54:00,50.25,29,13,0
2023-01-01 14:55:00,49.66,28,16,0
2023-01-01 14:56:00,49.63,29,15,0
2023-01-01 14:57:00,50.29,29,13,0
2023-01-01 14:58:00,49.92,29,13,0
2023-01-01 14:59:00,50.34,33,16,0
2023-01-01 15:00:00,49.76,32,17,0
2023-01-01 15:01:00,49.58,26,17,0
2023-01-01 15:02:00,49.99,26,15,0
2023-01-01 15:03:00,50.47,28,14,0
2023-01-01 15:04:00,50.29,26,12,0
2023-01-01 15:05:00,50.0,26,15,0
2023-01-01 15:06:00,49.68,32,13,0
2023-01-01 15:07:00,50.05,28,16,0
2023-01-01 15:08:00,50.1,33,12,0
2023-01-01 15:09:00,50.29,27,13,0
2023-01-01 15:10:00,49.75,33,13,0
2023-01-01 15:11:00,49.62,27,16,0
2023-01-01 15:12:00,50.43,29,12,0
2023-01-01 15:13:00,49.99,26,16,0
2023-01-01 15:14:00,50.13,27,16,0
2023-01-01 15:15:00,49.7,32,13,0
2023-01-01 15:16:00,50.15,25,14,0
2023-01-01 15:17:00,50.31,34,15,0
2023-01-01 15:18:00,49.51,28,14,0
2023-01-01 15:19:00,49.67,34,16,0
2023-01-01 15:20:00,49.81,32,13,0
2023-01-01 15:21:00,49.59,29,12,0
2023-01-01 15:22:00,50.02,33,14,0
2023-01-01 15:23:00,49.52,26,15,0
2023-01-01 15:24:00,50.15,33,15,0
2023-01-01 15:25:00,49.59,25,12,0
2023-01-01 15:26:00,50.37,34,17,0
2023-01-01 15:27:00,49.84,33,14,0
2023-01-01 15:28:00,49.85,32,16,0
2023-01-01 15:29:00,49.54,30,16,0
2023-01-01 15:30:00,49.66,31,16,0
2023-01-01 15:31:00,49.59,25,15,0
2023-01-01 15:32:00,49.66,33,16,0
2023-01-01 15:33:00,49.52,26,13,0
2023-01-01 15:34:00,49.84,31,17,0
2023-01-01 15:35:00,50.23,34,12,0
2023-01-01 15:36:00,49.75,33,17,0
2023-01-01 15:37:00,50.14,33,17,0
2023-01-01 15:38:00,50.41,34,15,0
2023-01-01 15:39:00,50.24,29,17,0
2023-01-01 15:40:00,49.84,33,13,0
2023-01-01 15:41:00,49.72,27,13,0
2023-01-01 15:42:00,50.35,29,15,0
2023-01-01 15:43:00,50.04,29,13,0
2023-01-01 15:44:00,49.95,31,14,0
2023-01-01 15:45:00,50.0,29,17,0
2023-01-01 15:46:00,50.14,32,12,0
2023-01-01 15:47:00,50.05,27,13,0
2023-01-01 15:48:00,50.34,28,17,0
2023-01-01 15:49:00,49.72,33,12,0
2023-01-01 15:50:00,50.24,33,13,0
2023-01-01 15:51:00,50.22,33,16,0
2023-01-01 15:52:00,49.75,34,15,0
2023-01-01 15:53:00,49.56,25,16,0
2023-01-01 15:54:00,49.51,27,15,0
2023-01-01 15:55:00,49.51,26,16,0
2023-01-01 15:56:00,50.02,31,13,0
2023-01-01 15:57:00,50.13,34,12,0
2023-01-01 15:58:00,50.01,34,16,0
2023-01-01 15:59:00,49.75,28,13,0
2023-01-01 16:00:00,50.11,31,15,0
2023-01-01 16:01:00,49.6,26,17,0
2023-01-01 16:02:00,50.33,30,14,0
2023-01-01 16:03:00,50.27,33,15,0
2023-01-01 16:04:00,49.52,32,16,0
2023-01-01 16:05:00,50.39,31,16,0
2023-01-01 16:06:00,49.54,26,17,0
2023-01-01 16:07:00,50.05,33,15,0
2023-01-01 16:08:00,50.06,30,17,0
2023-01-01 16:09:00,50.19,28,13,0
2023-01-01 16:10:00,49.65,33,15,0
2023-01-01 16:11:00,50.35,28,14,0
2023-01-01 16:12:00,50.17,25,13,0
2023-01-01 16:13:00,50.11,25,13,0
2023-01-01 16:14:00,49.6,26,17,0
2023-01-01 16:15:00,50.14,28,16,0
2023-01-01 16:16:00,49.98,31,16,0
2023-01-01 16:17:00,49.93,29,12,0
2023-01-01 16:18:00,49.68,32,17,0
2023-01-01 16:19:00,50.0,29,14,0
2023-01-01 16:20:00,50.03,32,15,0
2023-01-01 16:21:00,50.18,26,13,0
2023-01-01 16:22:00,49.68,29,12,0
2023-01-01 16:23:00,50.18,26,13,0
2023-01-01 16:24:00,50.36,31,17,0
2023-01-01 16:25:00,50.45,33,13,0
2023-01-01 16:26:00,50.38,30,13,0
2023-01-01 16:27:00,50.02,31,14,0
2023-01-01 16:28:00,49.54,33,13,0
2023-01-01 16:29:00,50.49,28,15,0
2023-01-01 16:30:00,50.0,2,2,0
2023-01-01 16:31:00,48.97,2,2,0
2023-01-01 16:32:00,47.93,2,2,0
2023-01-01 16:33:00,46.9,2,2,0
2023-01-01 16:34:00,45.86,2,2,0
2023-01-01 16:35:00,44.83,2,2,0
2023-01-01 16:36:00,43.79,2,2,0
2023-01-01 16:37:00,42.76,2,2,0
2023-01-01 16:38:00,41.72,2,2,0
2023-01-01 16:39:00,40.69,2,2,0
2023-01-01 16:40:00,39.66,2,2,0
2023-01-01 16:41:00,38.62,2,2,0
2023-01-01 16:42:00,37.59,2,2,0
2023-01-01 16:43:00,36.55,2,2,0
2023-01-01 16:44:00,35.52,2,2,0
2023-01-01 16:45:00,34.48,2,2,0
2023-01-01 16:46:00,33.45,2,2,0
2023-01-01 16:47:00,32.41,2,2,0
2023-01-01 16:48:00,31.38,2,2,0
2023-01-01 16:49:00,30.34,2,2,0
2023-01-01 16:50:00,29.31,2,2,0
2023-01-01 16:51:00,28.28,2,2,0
2023-01-01 16:52:00,27.24,2,2,0
2023-01-01 16:53:00,26.21,2,2,0
2023-01-01 16:54:00,25.17,2,2,0
2023-01-01 16:55:00,24.14,2,2,0
2023-01-01 16:56:00,23.1,2,2,0
2023-01-01 16:57:00,22.07,2,2,0
2023-01-01 16:58:00,21.03,2,2,0
2023-01-01 16:59:00,20.0,2,2,0
2023-01-02 08:00:00,20.0,2,2,0
2023-01-02 08:01:00,20.51,2,2,0
2023-01-02 08:02:00,21.02,3,2,0
2023-01-02 08:03:00,21.53,4,3,0
2023-01-02 08:04:00,22.03,5,3,0
2023-01-02 08:05:00,22.54,6,4,0
2023-01-02 08:06:00,23.05,7,4,0
2023-01-02 08:07:00,23.56,8,5,0
2023-01-02 08:08:00,24.07,9,5,0
2023-01-02 08:09:00,24.58,10,6,0
2023-01-02 08:10:00,25.08,11,6,0
2023-01-02 08:11:00,25.59,12,6,0
2023-01-02 08:12:00,26.1,13,7,0
2023-01-02 08:13:00,26.61,14,7,0
2023-01-02 08:14:00,27.12,15,8,0
2023-01-02 08:15:00,27.63,16,8,0
2023-01-02 08:16:00,28.14,17,9,0
2023-01-02 08:17:00,28.64,18,9,0
2023-01-02 08:18:00,29.15,19,10,0
2023-01-02 08:19:00,29.66,20,10,0
2023-01-02 08:20:00,30.17,21,10,0
2023-01-02 08:21:00,30.68,22,11,0
2023-01-02 08:22:00,31.19,23,11,0
2023-01-02 08:23:00,31.69,24,12,0
2023-01-02 08:24:00,32.2,25,12,0
2023-01-02 08:25:00,32.71,26,13,0
2023-01-02 08:26:00,33.22,27,13,0
2023-01-02 08:27:00,33.73,28,14,0
2023-01-02 08:28:00,34.24,29,14,0
2023-01-02 08:29:00,34.75,30,15,0
2023-01-02 08:30:00,35.25,27,16,0
2023-01-02 08:31:00,35.76,34,12,0
2023-01-02 08:32:00,36.27,34,12,0
2023-01-02 08:33:00,36.78,28,15,0
2023-01-02 08:34:00,37.29,27,15,0
2023-01-02 08:35:00,37.8,28,14,0
2023-01-02 08:36:00,38.31,30,17,0
2023-01-02 08:37:00,38.81,32,12,0
2023-01-02 08:38:00,39.32,33,17,0
2023-01-02 08:39:00,39.83,34,13,0
2023-01-02 08:40:00,40.34,25,15,0
2023-01-02 08:41:00,40.85,25,14,0
2023-01-02 08:42:00,41.36,25,14,0
2023-01-02 08:43:00,41.86,33,16,0
2023-01-02 08:44:00,42.37,31,17,0
2023-01-02 08:45:00,42.88,30,12,0
2023-01-02 08:46:00,43.39,26,16,0
2023-01-02 08:47:00,43.9,34,13,0
2023-01-02 08:48:00,44.41,31,16,0
2023-01-02 08:49:00,44.92,33,13,0
2023-01-02 08:50:00,45.42,29,15,0
2023-01-02 08:51:00,45.93,29,16,0
2023-01-02 08:52:00,46.44,30,12,0
2023-01-02 08:53:00,46.95,31,14,0
2023-01-02 08:54:00,47.46,25,16,0
2023-01-02 08:55:00,47.97,27,17,0
2023-01-02 08:56:00,48.47,32,14,0
2023-01-02 08:57:00,48.98,29,15,0
2023-01-02 08:58:00,49.49,28,13,0
2023-01-02 08:59:00,50.0,28,15,0
2023-01-02 09:00:00,49.92,34,13,0
2023-01-02 09:01:00,50.46,26,13,0
2023-01-02 09:02:00,49.53,26,13,0
2023-01-02 09:03:00,50.13,28,17,0
2023-01-02 09:04:00,50.12,30,12,0
2023-01-02 09:05:00,49.72,27,15,0
2023-01-02 09:06:00,50.44,26,16,0
